32,7.4919,7.3953,7.2993
33,7.1859,7.0903,6.9953
34,6.894,6.7995,6.7056
35,6.6156,6.5221,6.4294
36,6.3498,6.2576,6.166
37,6.0962,6.0051,5.9148
38,5.854,5.7642,5.6752
39,5.6227,5.5342,5.4465
40,5.4018,5.3146,5.2283
41,5.1907,5.1049,5.0199
42,4.989,4.9045,4.821
43,4.7961,4.713,4.6309
44,4.6117,4.53,4.4494
45,4.4354,4.3551,4.2759
46,4.2667,4.1878,4.11
47,4.1053,4.0278,3.9515
48,3.9508,3.8748,3.7999
49,3.803,3.7283,3.6548
50,3.6614,3.5882,3.5161
51,3.5258,3.454,3.3833
52,3.396,3.3255,3.2562
53,3.2715,3.2025,3.1346
54,3.1523,3.0846,3.0181
55,3.038,2.9717,2.9065
56,2.9285,2.8635,2.7996
57,2.8234,2.7597,2.6972
58,2.7227,2.6603,2.599
59,2.626,2.5649,2.5049
60,2.5333,2.4734,2.4147
61,2.4443,2.3856,2.3282
62,2.3589,2.3014,2.2452
63,2.2768,2.2206,2.1656
64,2.1981,2.1431,2.0892
65,2.1224,2.0686,2.0159
66,2.0498,1.997,1.9455
67,1.98,1.9283,1.8779
68,1.9129,1.8623,1.813
69,1.8484,1.7989,1.7507
70,1.7864,1.738,1.6908
71,1.7267,1.6794,1.6332
72,1.6694,1.6231,1.5779
73,1.6142,1.5689,1.5247
74,1.5612,1.5168,1.4736
75,1.5101,1.4667,1.4245
76,1.461,1.4185,1.3772
77,1.4137,1.3722,1.3317
78,1.3681,1.3275,1.288
79,1.3243,1.2845,1.2458
80,1.282,1.2431,1.2053
81,1.2413,1.2033,1.1663
82,1.2021,1.1649,1.1287
83,1.1644,1.1279,1.0926
84,1.1279,1.0923,1.0577
85,1.0928,1.058,1.0241
86,1.059,1.0249,0.9918
87,1.0264,0.993,0.9606
88,0.9949,0.9623,0.9306
89,0.9646,0.9326,0.9016
90,0.9353,0.904,0.8737
91,0.907,0.8764,0.8468
92,0.8797,0.8498,0.8208
93,0.8534,0.8241,0.7958
94,0.828,0.7994,0.7716
95,0.8035,0.7754,0.7483
96,0.7798,0.7523,0.7258
97,0.7569,0.73,0.7041
98,0.7348,0.7085,0.6831
99,0.7134,0.6877,0.6628
100,0.6928,0.6676,0.6433
101,0.6728,0.6482,0.6244
102,0.6536,0.6295,0.6062
103,0.6349,0.6113,0.5885
104,0.6169,0.5938,0.5715
105,0.5995,0.5769,0.555
106,0.5826,0.5605,0.5391
107,0.5663,0.5447,0.5237
108,0.5506,0.5293,0.5089
109,0.5353,0.5145,0.4945
110,0.5206,0.5002,0.4806
111,0.5063,0.4863,0.4671
112,0.4924,0.4729,0.4541
113,0.4791,0.4599,0.4415
114,0.4661,0.4474,0.4293
115,0.4535,0.4352,0.4175
116,0.4414,0.4234,0.4061
117,0.4296,0.412,0.3951
118,0.4182,0.4009,0.3844
119,0.4071,0.3902,0.374
120,0.3964,0.3799,0.364
121,0.386,0.3698,0.3542
122,0.376,0.3601,0.3448
123,0.3662,0.3506,0.3357
124,0.3568,0.3415,0.3269
125,0.3476,0.3326,0.3183
126,0.3387,0.324,0.31
127,0.3301,0.3157,0.3019
128,0.3217,0.3076,0.2941
129,0.3136,0.2998,0.2866
130,0.3057,0.2922,0.2792
131,0.2981,0.2848,0.2721
132,0.2906,0.2776,0.2652
133,0.2834,0.2707,0.2585
134,0.2765,0.264,0.252
135,0.2697,0.2574,0.2457
136,0.2631,0.2511,0.2396
137,0.2567,0.2449,0.2336
138,0.2505,0.2389,0.2278
139,0.2444,0.2331,0.2222
140,0.2386,0.2274,0.2168
141,0.2329,0.222,0.2115
142,0.2273,0.2166,0.2064
143,0.222,0.2114,0.2014
144,0.2167,0.2064,0.1966
145,0.2116,0.2015,0.1919
146,0.2067,0.1968,0.1873
147,0.2019,0.1922,0.1829
148,0.1972,0.1877,0.1786
149,0.1927,0.1833,0.1744
150,0.1883,0.1791,0.1703
151,0.184,0.1749,0.1663
152,0.1798,0.1709,0.1625
153,0.1757,0.167,0.1587
154,0.1718,0.1632,0.1551
155,0.1679,0.1595,0.1515
156,0.1642,0.1559,0.1481
157,0.1605,0.1524,0.1447
158,0.157,0.149,0.1415
159,0.1535,0.1457,0.1383
160,0.1502,0.1425,0.1352
161,0.1469,0.1394,0.1322
162,0.1437,0.1363,0.1293
163,0.1406,0.1333,0.1264
164,0.1376,0.1304,0.1236
165,0.1346,0.1276,0.1209
166,0.1318,0.1249,0.1183
167,0.129,0.1222,0.1158
168,0.1262,0.1196,0.1133
169,0.1236,0.117,0.1108
170,0.121,0.1146,0.1085
171,0.1185,0.1121,0.1062
172,0.116,0.1098,0.1039
173,0.1136,0.1075,0.1017
174,0.1113,0.1053,0.0996
175,0.109,0.1031,0.0975
176,0.1068,0.101,0.0955
177,0.1046,0.0989,0.0935
178,0.1025,0.0969,0.0916
179,0.1004,0.0949,0.0897
180,0.0984,0.093,0.0879
181,0.0965,0.0911,0.0861
182,0.0945,0.0893,0.0843
183,0.0927,0.0875,0.0826
184,0.0909,0.0858,0.081
185,0.0891,0.0841,0.0794
186,0.0873,0.0824,0.0778
187,0.0856,0.0808,0.0762
188,0.084,0.0792,0.0747
189,0.0824,0.0777,0.0733
190,0.0808,0.0762,0.0718
191,0.0793,0.0747,0.0704
192,0.0778,0.0733,0.0691
193,0.0763,0.0719,0.0678
194,0.0749,0.0705,0.0665
195,0.0735,0.0692,0.0652
196,0.0721,0.0679,0.0639
197,0.0707,0.0666,0.0627
198,0.0694,0.0654,0.0616
199,0.0682,0.0642,0.0604
200,0.0669,0.063,0.0593
201,0.0657,0.0618,0.0582
202,0.0645,0.0607,0.0571
203,0.0633,0.0596,0.056
204,0.0622,0.0585,0.055
205,0.0611,0.0574,0.054
206,0.06,0.0564,0.053
207,0.0589,0.0554,0.0521
208,0.0579,0.0544,0.0511
209,0.0569,0.0534,0.0502
210,0.0559,0.0525,0.0493
211,0.0549,0.0516,0.0484
212,0.054,0.0507,0.0476
213,0.053,0.0498,0.0467
214,0.0521,0.0489,0.0459
215,0.0512,0.0481,0.0451
216,0.0503,0.0473,0.0443
217,0.0495,0.0464,0.0436
218,0.0487,0.0456,0.0428
219,0.0478,0.0449,0.0421
220,0.047,0.0441,0.0414
221,0.0463,0.0434,0.0407
222,0.0455,0.0426,0.04
223,0.0447,0.0419,0.0393
224,0.044,0.0412,0.0386
225,0.0433,0.0406,0.038
226,0.0426,0.0399,0.0374
227,0.0419,0.0392,0.0368
228,0.0412,0.0386,0.0361
229,0.0406,0.038,0.0356
230,0.0399,0.0374,0.035
231,0.0393,0.0368,0.0344
232,0.0386,0.0362,0.0339
233,0.038,0.0356,0.0333
234,0.0374,0.035,0.0328
235,0.0369,0.0345,0.0323
236,0.0363,0.0339,0.0317
237,0.0357,0.0334,0.0312
238,0.0352,0.0329,0.0307
239,0.0346,0.0324,0.0303
240,0.0341,0.0319,0.0298
241,0.0336,0.0314,0.0293
242,0.0331,0.0309,0.0289
243,0.0326,0.0304,0.0284
244,0.0321,0.03,0.028
245,0.0316,0.0295,0.0276
246,0.0311,0.0291,0.0272
247,0.0307,0.0286,0.0268
248,0.0302,0.0282,0.0263
249,0.0298,0.0278,0.026
250,0.0294,0.0274,0.0256
251,0.0289,0.027,0.0252
252,0.0285,0.0266,0.0248
253,0.0281,0.0262,0.0245
254,0.0277,0.0258,0.0241
255,0.0273,0.0255,0.0237
256,0.0269,0.0251,0.0234
257,0.0265,0.0247,0.0231
258,0.0262,0.0244,0.0227
259,0.0258,0.024,0.0224
260,0.0254,0.0237,0.0221
261,0.0251,0.0234,0.0218
262,0.0247,0.0231,0.0215
263,0.0244,0.0227,0.0212
264,0.0241,0.0224,0.0209
265,0.0237,0.0221,0.0206
266,0.0234,0.0218,0.0203
267,0.0231,0.0215,0.02
268,0.0228,0.0212,0.0198
269,0.0225,0.0209,0.0195
270,0.0222,0.0207,0.0192
271,0.0219,0.0204,0.019
272,0.0216,0.0201,0.0187
273,0.0213,0.0198,0.0185
274,0.0211,0.0196,0.0182
275,0.0208,0.0193,0.018
276,0.0205,0.0191,0.0177
277,0.0202,0.0188,0.0175
278,0.02,0.0186,0.0173
279,0.0197,0.0183,0.0171
280,0.0195,0.0181,0.0168
281,0.0192,0.0179,0.0166
282,0.019,0.0177,0.0164
283,0.0188,0.0174,0.0162
284,0.0185,0.0172,0.016
285,0.0183,0.017,0.0158
286,0.0181,0.0168,0.0156
287,0.0179,0.0166,0.0154
288,0.0176,0.0164,0.0152
289,0.0174,0.0162,0.015
290,0.0172,0.016,0.0148
291,0.017,0.0158,0.0147
292,0.0168,0.0156,0.0145
293,0.0166,0.0154,0.0143
294,0.0164,0.0152,0.0141
295,0.0162,0.015,0.014
296,0.016,0.0149,0.0138
297,0.0158,0.0147,0.0136
298,0.0157,0.0145,0.0135
299,0.0155,0.0144,0.0133
300,0.0153,0.0142,0.0132
